asteroid,crater_id,crater,lat,lon,diameter_m,diameter_min_m,diameter_max_m,diameter_range_m,diameter_range_pct,depth_m,depth_min_m,depth_max_m,depth_range_m,depth_range_pct,d_to_D,d_to_D_min,d_to_D_max,global_scaling_predicted_depth_m,depth_ratio_to_global_scaling,log10_depth_residual
Ryugu,2,crater_2,28.34,353.68,214.29988262806103,199.84310913085935,244.56062439874492,44.717515267885574,20.866794101561556,23.356885986002982,22.94677042610715,23.687157388997772,0.7403869628906214,3.169887301476366,0.10899159486027907,0.09382855675365585,0.11852876735162869,12.027651018587731,1.9419324646106595,0.2882341221956046
Ryugu,3,crater_3,-0.7,330.28,199.71784463248693,161.81434631347656,223.59347763471797,61.77913132124141,30.93320551046652,12.458646022957623,11.74955866750281,13.486102936820204,1.7365442693173936,13.938467038211478,0.0623812361178018,0.052548754068300355,0.08334306100828728,11.229534527644343,1.1094534677539403,0.04510909194749457
Ryugu,4,crater_4,-14.83,51.2,183.8816276376732,163.69386291503906,200.63723798122723,36.94337506618817,20.090846236679333,22.65030431613667,22.58840021602253,22.717046945438256,0.12864672941572408,0.5679690993117156,0.12317872430826869,0.11258328934001789,0.13877763369313934,10.361071142216803,2.186096785287638,0.33966938560355775
Ryugu,5,crater_5,-50.56,9.84,180.56182435349965,153.61862182617188,201.0555262285616,47.43690440238973,26.271834908756176,12.40525170266246,11.840961338079126,13.260761142766626,1.4197998046875,11.445151124041905,0.06870362407490829,0.0588939859559902,0.08632261496117263,10.178773649497797,1.2187373577439276,0.08591012368872408
Ryugu,6,crater_6,0.42,157.84,152.5533221230055,130.30792236328125,166.3375289144549,36.02960655117366,23.617713498315407,22.681162948946437,21.62735597221723,23.97566655084233,2.3483105786250995,10.353572186359964,0.14867695198835693,0.13002090456291365,0.18399239367811684,8.637165146717836,2.625996210986586,0.41929409511644433
Ryugu,7,crater_7,30.37,145.99,142.43711514319224,123.5634536743164,159.36891968721775,35.80546601290135,25.137736029619848,11.752155203016912,11.410846609266912,12.038318533095037,0.627471923828125,5.339207260188717,0.08250767499188995,0.07160020053886407,0.09742620633464288,8.078635392589716,1.4547203372733968,0.1627795103989964
Ryugu,8,crater_8,3.24,229.95,128.11949834939992,111.37818908691406,143.98803464114513,32.60984555423107,25.452679704770173,6.46920218867884,6.045962293891932,7.237984224346405,1.192021930454473,18.426104111269265,0.0504935023319902,0.041989338273558705,0.06498565189184606,7.286377095746873,0.8878489410677047,-0.05166091895267211
Ryugu,9,crater_9,-17.19,14.29,122.68105172682031,113.60142517089844,133.87941586292607,20.27799069202763,16.52903232129244,16.07868946471992,15.75789885599596,16.45998625833971,0.7020874023437518,4.366571068396349,0.13106090336202117,0.11770217814611515,0.1448924274812382,6.984859831526051,2.301934448583924,0.36209295221139925
Ryugu,10,crater_10,-31.5,47.26,139.17177343240726,129.01771545410156,151.19945519132364,22.181739737222074,15.938389797120225,15.658036331152744,15.525101760840244,15.820511917090244,0.29541015625,1.8866360378935967,0.1125087073691528,0.10267961442847269,0.12262278758701504,7.8981371216183955,1.9824974028741955,0.29721262705236795
Ryugu,11,crater_11,17.02,332.23,92.0506636644877,87.47073364257812,94.90510358568751,7.434369943109388,8.076389291669496,11.681981503902136,11.528218686519324,11.835744321284947,0.3075256347656232,2.63247835705698,0.12690817250901515,0.12147100894432696,0.13531090718465932,5.279720979784615,2.2126134219272133,0.3449055425357662
Ryugu,12,crater_12,-1.88,289.49,76.44302963989765,70.44965362548828,82.45845888331596,12.008805257827674,15.709483669600612,5.621747688283297,5.488335009246839,5.723350878387464,0.235015869140625,4.180477000603195,0.07354166514286291,0.0665587870980367,0.08124029833862502,4.405489735228067,1.2760778088596014,0.10587715630372863
Ryugu,13,crater_13,-63.73,24.45,105.57540531100386,94.22451782226562,113.92668918826462,19.702171365998993,18.66170563869527,9.545652438197957,9.32777324765965,9.924258573331484,0.5964853256718339,6.248764340978241,0.0904154941207982,0.0818752244458315,0.10532564987014816,6.034173682970411,1.5819319992624026,0.19918781103281347
Ryugu,14,crater_14,16.9,6.44,70.44849425318405,60.67495727539063,79.9299351591416,19.254977883750975,27.3319935193373,7.414778761356729,6.956974062971653,8.239110081955005,1.2821360189833513,17.29162878959251,0.10525106093408951,0.08703840493702668,0.13579094987342882,4.068542525841349,1.8224655916121706,0.26065933753101034
Ryugu,15,crater_15,-4.54,95.52,74.32156901343441,65.23149871826172,80.58796847001308,15.356469751751362,20.662198007385335,11.734083296844233,10.906873824187985,12.356641890594233,1.4497680664062482,12.355188127871473,0.15788261002298232,0.13534121818998887,0.18942753322230446,4.286324866816224,2.7375627516446324,0.4373640830557154
Ryugu,16,crater_16,6.01,308.75,78.25386400674881,72.66439056396484,86.45858137251007,13.794190808545224,17.627488410483576,5.49750568964608,5.348954402670017,5.689212744704832,0.3402583420348151,6.189322235275764,0.07025219469254529,0.061867246926292314,0.07829437088165964,4.507139105432396,1.219732864028982,0.08626472544392139
Ryugu,17,crater_17,23.7,205.33,66.9450694533897,62.22943878173828,71.58886014960159,9.359421367863305,13.980747864306531,7.468632686181745,7.322901078108828,7.543970414046328,0.2210693359375,2.9599706562958477,0.1115635960521597,0.10229106962739624,0.12122832154257135,3.871280833062031,1.9292407366567488,0.28538642364091504
Ryugu,18,crater_18,20.86,322.68,70.30115982200192,65.30921936035156,74.67990221316101,9.370682852809452,13.329343180874153,6.040909255279625,5.884150430761906,6.221217675799437,0.33706724503753094,5.579743558354918,0.08592901270156601,0.07879161938330616,0.09525787839344874,4.060251967171666,1.487816348374967,0.1725493264990119
Ryugu,19,crater_19,57.73,342.98,59.69475574353563,53.86592864990234,67.36026823345644,13.494339583554101,22.60556964422358,5.252013511669493,4.856821047476785,5.69657324474241,0.839752197265625,15.989147693542153,0.08798115422791115,0.07210216311259438,0.10575466510132725,3.4621889979169715,1.5169632607663448,0.1809750627645429
Ryugu,20,crater_20,-11.64,287.71,88.56906944329408,82.4551010131836,95.84673258418056,13.391631570996964,15.119986757420875,5.607074110197156,5.584603000171114,5.618843722827364,0.03424072265625,0.6106700568479917,0.06330736164939678,0.05826597161532087,0.06814428281312733,5.085061038842218,1.1026562055730587,0.04244012595215896
Ryugu,21,crater_21,-8.44,119.53,62.57911590451605,59.94178771972656,67.60779001850709,7.666002298780526,12.250096838180653,5.418161662063596,5.237955363235471,5.573374064407346,0.335418701171875,6.190636641951456,0.08658098766257247,0.07747561873863386,0.09297977715424685,3.625080944983375,1.494631911478171,0.17453425052213623
Ryugu,22,crater_22,8.28,111.52,68.92384200255869,63.7982177734375,75.9904907393512,12.192272965913702,17.689485396738455,5.715424928780446,5.565024131254404,5.827597373441904,0.2625732421875,4.594115843693318,0.0829237715530755,0.0732331647961393,0.0913442032838139,3.982728109491159,1.4350527506911988,0.15686786546934228
Ryugu,23,crater_23,18.59,149.73,66.21221048731566,58.09771728515625,73.69110343068363,15.593386145527376,23.550620090707614,5.500325945387999,5.494313982497374,5.509450701247374,0.01513671875,0.27519675925191445,0.08307117229444715,0.07455871505120715,0.09483076028969933,3.829983834175634,1.436122496473119,0.15719148536128957
Ryugu,24,crater_24,19.65,136.94,61.58319077258991,56.22013854980469,66.22348662545669,10.003348075652,16.24363393672092,7.641512477294668,7.448092067138418,7.783663356200918,0.3355712890625,4.391424996812969,0.12408438701256501,0.11246904152393766,0.13844973628632154,3.56885912020235,2.1411639462141063,0.3306499219465463
Ryugu,25,crater_25,-12.18,179.11,58.12331970239237,44.31896209716797,67.40544316950012,23.08648107233215,39.71982534814147,6.216420649746813,5.816894363498193,6.482972001540929,0.6660776380427365,10.714809623925063,0.10695226428181705,0.08629710139091919,0.14627986971642548,3.373358897707785,1.8427984801649486,0.2654778453994784
Ryugu,26,crater_26,28.48,213.16,54.50892806310826,49.1865234375,62.17741557369085,12.990892136190851,23.832595132214884,3.7617389302047095,3.713785642444293,3.801340574084918,0.087554931640625,2.3275121762865227,0.06901142737295289,0.05972885183757474,0.07728418900992626,3.168807553406357,1.1871149846764826,0.07449278701857387
Ryugu,27,crater_27,-16.28,199.13,52.33343458648428,48.63692855834961,56.53948135104787,7.902552792698259,15.100390133269,4.480187044820279,4.242475456278612,4.633558219950487,0.391082763671875,8.72916152293287,0.08560850401317516,0.07503562740410573,0.09526831478249327,3.045521953336393,1.4710736331787724,0.16763441146504626
Ryugu,28,crater_28,36.81,121.83,86.51148811969618,81.42373657226562,101.57928269112269,20.15554611885706,23.298115148557038,4.835501182534093,4.6942454859195095,4.99533191170076,0.3010864257812509,6.226581576875214,0.05589432441439171,0.04621262684236058,0.061349824043843496,4.969927353623168,0.9729520853074288,-0.011908546780946105
Ryugu,29,crater_29,-36.18,176.65,60.86825841317821,49.66241455078125,67.81233304445512,18.149918493673866,29.818363407855184,5.369095767539648,5.203418012296481,5.506732221280856,0.303314208984375,5.649260548082321,0.08820846706494921,0.07673262043477141,0.1108832961726028,3.528485480959007,1.5216431515768576,0.18231281572503277
Ryugu,30,crater_30,-0.07,329.24,42.74731769988577,39.06110382080078,45.015781280699166,5.9546774598983845,13.92994410012841,4.67510091030249,4.35844817860675,4.942634429470672,0.5841862508639224,12.495692864651433,0.10936594766307367,0.09682044950923611,0.12653596406660236,2.500622020971728,1.8695751981284128,0.27174293805157673
Ryugu,31,crater_31,-17.2,307.19,45.2536729683406,37.74630737304688,51.86633728197089,14.12002990892401,31.201953306204256,3.174515821240751,2.7898214039230425,3.3838765797042925,0.59405517578125,18.71325295676319,0.07014935171033823,0.053788672000419126,0.08964788386480906,2.6433673201462167,1.2009363197639722,0.07951997933601507
Ryugu,32,crater_32,33.09,81.45,73.84334541216084,63.25894546508789,87.9254699723012,24.66652450721331,33.40385564810979,6.998498395521096,6.904351667005471,7.093804792005471,0.189453125,2.707053917755362,0.09477493681331173,0.07852504705610923,0.11213915660229408,4.259450520362186,1.6430519293662331,0.21565128971674585
Ryugu,33,crater_33,-26.28,17.83,43.41726071439047,38.66733551025391,49.16190593462514,10.494570424371226,24.1714245709952,4.067584737172031,4.028135681182448,4.125090026885573,0.096954345703125,2.3835851486288164,0.09368589059382659,0.08193611709316173,0.10668151742164055,2.5387980569763795,1.602169469916951,0.20470845179635933
Ryugu,34,crater_34,-1.87,279.89,51.036218327784574,44.6574821472168,59.83730657389125,15.17982442667445,29.74323906442421,4.978394290907204,4.516405993153853,5.296867077479192,0.7804610843253386,15.676964071544372,0.0975463005298126,0.07547809638752176,0.11861096557162952,2.9719461507120113,1.6751293726215373,0.22404835384804728
Ryugu,35,crater_35,33.5,217.25,38.033244027483285,32.30863571166992,44.20873875641656,11.900103044746636,31.28868795979506,2.799926595370797,2.7454018557874638,2.8769326175062133,0.13153076171874956,4.697650357556278,0.07361787475576724,0.06210088622781598,0.0890453141748434,2.231545764642241,1.2547027444985774,0.09854084795642598
Ryugu,36,crater_36,24.37,335.5,37.77245558344757,35.329715728759766,41.863209438645306,6.533493709885541,17.296978999555993,4.530308807228134,4.250177785092717,4.694849415952092,0.444671630859375,9.815481676434482,0.11993683590995817,0.10152536898351701,0.13288670228756755,2.2166360329331405,2.0437765785271704,0.3104334178735387
Ryugu,37,crater_37,-3.08,47.02,36.68008856450235,30.064064025878903,42.18169889682254,12.117634870943636,33.036002215847,3.801744710225781,3.7480836934544186,3.849066359470044,0.10098266601562544,2.6562190181788456,0.10364600683938836,0.08885568366087677,0.12802881061445315,2.1541545475713457,1.764843063146038,0.24670609225076473
Ryugu,38,crater_38,18.62,20.92,51.13036487919742,43.76683044433594,57.04380475092808,13.276974306592145,25.966907018873886,7.433557354424636,7.098264230113216,7.729194639236596,0.6309304091233798,8.487597243705055,0.14538439872250952,0.12443532231250283,0.1765993689917033,2.9772875779290118,2.4967549018544544,0.39737591119530885
Ryugu,39,crater_39,-69.03,170.39,70.3633035989941,62.44818878173828,77.88753270648655,15.439343924748272,21.942323818020665,10.516044668782628,10.226982168782628,10.673942618001377,0.4469604492187482,4.250271497472536,0.14945353800774308,0.13130448241726003,0.1709247750212214,4.063748873047577,2.5877693226885357,0.41292556011547565
Ryugu,40,crater_40,-19.49,150.94,43.41846711984496,38.75422668457031,48.9538574078483,10.199630723277984,23.491457437050126,2.933758414015756,2.784069693312631,3.027355826125131,0.2432861328125,8.292643717704337,0.0675693687185664,0.05687130372827961,0.07811679099586959,2.5388667890750987,1.1555385365785635,0.0627844335402225
Ryugu,41,crater_41,11.91,334.53,34.30666829009159,30.729469299316406,37.30497655237662,6.575507253060216,19.16684883958652,5.323518462646916,5.115693755615666,5.637696929443791,0.522003173828125,9.805604648332126,0.1551744523144047,0.1371316705810865,0.18346222886345795,2.0182322179163608,2.637713547226473,0.42122762987079415
Ryugu,42,crater_42,17.52,323.27,44.70113592290397,39.30409240722656,53.29369619587332,13.989603788646761,31.29585747613802,1.5402988880065702,1.4123352363770325,1.7314919830209303,0.3191567466438978,20.720442579618123,0.03445771245417841,0.026500981113905052,0.044053732753349964,2.6119163399201617,0.5897198407410141,-0.22935426042062376
Ryugu,43,crater_43,-15.38,328.28,36.13392054823891,35.09190368652344,38.78731024747898,3.69540656095554,10.226973726867417,4.612990765736602,4.606165000762644,4.624628135528269,0.018463134765625,0.40024217916848154,0.12766372139381452,0.11875443209063527,0.13178618569229386,2.1228968537237214,2.1729698066324175,0.33705369185019235
Ryugu,44,crater_44,-14.87,115.35,44.26185652641065,41.463645935058594,47.25304340274269,5.789397467684097,13.0798794312426,3.3153732743309283,3.18861342732572,3.38966323201322,0.2010498046875,6.064167985068699,0.07490361983240977,0.06747953565972101,0.08175024543963634,2.58690498310703,1.2815983949858736,0.10775195485032552
Ryugu,45,crater_45,55.75,357.5,36.967610420321854,32.282310485839844,41.87566378552148,9.593353299681638,25.950698978389944,3.809864369929471,3.808353749812284,3.8113749900466583,0.003021240234374112,0.07930046692003478,0.1030595249898844,0.09094431957706717,0.11806388491673982,2.170604872320277,1.7552086142038839,0.24432874166410928
Ryugu,46,crater_46,7.79,173.0,27.988892035833956,25.837554931640625,32.00424861169023,6.166693680049605,22.03264663765338,2.601345996343222,2.472215950770305,2.7155631187390554,0.24334716796875044,9.354663636087999,0.09294208548922692,0.07724649251309952,0.10510139701390946,1.6551920900540762,1.5716278563524517,0.19634971787006925
Ryugu,47,crater_47,-34.51,263.82,27.2774078717714,22.993640899658203,32.05707834078476,9.06343744112656,33.226901484675345,2.8609404184232026,2.5910948769566744,3.094663848336154,0.5035689713794795,17.601519001818982,0.10488314842349471,0.08082754296607693,0.13458781329328995,1.614183800886429,1.772375869992077,0.2485558286984224
Ryugu,48,crater_48,-10.68,176.31,32.57044716460515,27.95227432250977,37.38735427154549,9.435079949035721,28.96822355969672,4.5459346662458415,3.773656834214592,4.961400974839592,1.1877441406250004,26.127611323676863,0.13957237502056727,0.10093404328122305,0.17749543087605615,1.918649148210696,2.369341299572834,0.3746276246083288
Ryugu,49,crater_49,-28.57,9.83,27.21704720710257,22.799541473388672,30.720035947952656,7.920494474563984,29.101226206849688,1.6394762448405042,1.4382331621582125,1.7667243730957125,0.3284912109375,20.03635075355771,0.06023710920458212,0.046817430962481144,0.07748946947717393,1.6107034984915893,1.0178634654831633,0.007689526366142896
Ryugu,50,crater_50,-7.92,26.75,27.024111015609083,23.54828643798828,29.85482178975042,6.30653535176214,23.33669865447006,1.647163344108321,1.5052967463536788,1.8308590941575176,0.32556234780383875,19.765031134788842,0.06095161994993738,0.050420557086375516,0.07774914319047696,1.5995777649613196,1.0297488375928707,0.012731310385884737
Ryugu,51,crater_51,-6.3,319.67,32.140321930876986,29.090023040771484,33.74454894302998,4.654525902258499,14.481889485328793,1.7078850072959426,1.6846286623277251,1.7198459474839751,0.03521728515625,2.062040770063833,0.05313839142523302,0.04992298652952329,0.0591215051659981,1.893957989488443,0.9017544300215663,-0.04491171545906408
Ryugu,52,crater_52,-5.81,9.76,32.03307746859006,28.260704040527344,37.18879561353951,8.928091573012168,27.8714762319249,1.9094620100048207,1.8798764616454944,1.9681238027391716,0.08824734109367727,4.621581399959587,0.05960907165030079,0.050549538661614477,0.06964171168265228,1.8878003486409065,1.0114745509923808,0.004954960262910257
Ryugu,53,crater_53,52.36,57.31,28.48414389960603,24.85454559326172,30.90890673756223,6.054361144300511,21.25519785898937,3.6495909006263783,3.5604490549232537,3.742394855704504,0.18194580078125044,4.985375230687448,0.12812710515329395,0.1151916852043297,0.15057184777979202,1.6837214117454185,2.1675740862872646,0.33597395030781996
Ryugu,54,crater_54,37.1,73.44,23.624967931558444,21.084217071533203,25.750228147290105,4.666011075756902,19.750338240772816,1.3327309504855596,1.3208087499647263,1.3427203710584763,0.02191162109375,1.6441143717542424,0.056411968657332466,0.05129308922661818,0.06368367231768575,1.4032158750300736,0.9497690086046073,-0.02238200574957447
Ryugu,55,crater_55,79.0,209.0,35.39366567700794,34.045066833496094,37.01204907181844,2.9669822383223448,8.38280574099937,3.507298020424514,3.434208420815139,3.556492356362014,0.122283935546875,3.4865567406807956,0.09909394670874366,0.09278622791597885,0.10446424951243949,2.0805119838848802,1.6857860217057905,0.22680244840853975
Ryugu,56,crater_56,21.44,13.71,22.85746246859997,18.9641227722168,27.4353659370769,8.471243164860098,37.06117061986787,3.5028009179765527,3.414228733731761,3.632398899747386,0.218170166015625,6.228448922003092,0.15324539733089196,0.12444626186369469,0.1915405707596977,1.358781543844805,2.5778985105030463,0.4112658155790177
Ryugu,57,crater_57,-0.89,4.52,19.90635786431721,16.71525001525879,23.487247237192456,6.771997221933667,34.01926795495167,0.6652640540794437,0.5877494056419437,0.7396048743919437,0.15185546875,22.826345090917226,0.03341967720132023,0.02502419290376577,0.04424731150995548,1.1875592329738645,0.5601944186089155,-0.25166122250178413
Ryugu,58,crater_58,4.61,301.74,26.51123445638437,21.20590209960937,29.88563033862164,8.67972823901227,32.739811694894655,2.080495654045384,2.0599674964933,2.091614225008925,0.031646728515625,1.5211148580911507,0.07847600071087464,0.06892836032409776,0.09863358866715952,1.5699925968216288,1.325162716217416,0.12226920839855537
Ryugu,59,crater_59,-24.0,346.55,27.970536954852324,19.30997085571289,34.63695652417821,15.32698566846532,54.79689465098523,3.256559788098874,3.241982558281165,3.2744837789842904,0.032501220703125444,0.9980231538171489,0.11642821849846277,0.09359894412253311,0.16957476546452313,1.6541344853141557,1.968739432622604,0.29418824002713184
Ryugu,60,crater_60,-19.26,102.14,26.31462512874425,22.17877578735352,30.11746703097377,7.9386912436202515,30.168361528162457,3.232573583893933,3.2022594562897666,3.2687267414460166,0.06646728515625,2.0561723787949795,0.12284323139997524,0.10632565656987224,0.14738084612000388,1.5586473496154454,2.0739608511774548,0.3168005542333151
Ryugu,61,crater_61,-2.08,263.1,27.041559941910304,22.21846008300781,31.923998856579622,9.705538773571813,35.89119412645165,1.590288257961845,1.5228363535044878,1.6382964367530235,0.11546008324853574,7.2603242003756225,0.05880904287245427,0.047701929834852975,0.07373582285326591,1.600584047138601,0.9935674798239043,-0.002802631704692915
Ryugu,62,crater_62,37.02,78.22,33.03485881326659,28.92244911193848,37.73199963570652,8.809550523768042,26.667438094907745,3.5558200292206266,3.530581992111252,3.591769736251877,0.061187744140625,1.7207773070010037,0.10763842065499102,0.09356996783097056,0.12418622373059279,1.9452991068283771,1.8279040054760776,0.2619533845123039
Ryugu,63,crater_63,31.21,208.26,29.669688555601947,24.831871032714844,34.476072507513244,9.6442014747984,32.50523326769965,3.994049549922579,3.989929676875704,3.999207020625704,0.00927734375,0.23227913509935882,0.1346171714083753,0.11573040043949882,0.16105137689209698,1.7519642017167447,2.279755229021701,0.35788822051286046
Ryugu,64,crater_64,8.4,225.72,53.4609066862315,47.67452239990234,60.04126423151597,12.36674183161363,23.132308443991658,2.582784966061581,2.450521782467831,2.756063774655331,0.3055419921875,11.829943111888742,0.04831165661331292,0.04081396042925991,0.05780999233798254,3.1094320895811864,0.8306291604552971,-0.0805928264135658
Ryugu,65,crater_65,25.81,196.97,33.292442007410564,29.44435691833496,36.27644347556701,6.832086557232046,20.521434131240035,1.692197698322616,1.5282941174997404,1.802851270960616,0.2745571534608755,16.224886355360795,0.05082828402752642,0.04212910558691015,0.06122909309790301,1.9600761933567037,0.8633326112821482,-0.06382185386193545
Ryugu,66,crater_66,-69.0,211.0,22.961334725121485,19.953527450561523,25.430561143962105,5.477033693400582,23.853289710585862,1.3835232132540607,1.312803812212394,1.443083353228019,0.130279541015625,9.416505611727771,0.06025447692029761,0.051623076847601874,0.0723222175529374,1.3647973885435492,1.01372058949387,0.00591826746009444
Ryugu,67,crater_67,-31.59,174.66,14.10871694959298,9.360965728759766,17.99668467559944,8.635718946839674,61.20839320607963,1.0128808051634337,0.8500769653569478,1.3250302328232806,0.4749532674663328,46.89132867807645,0.07179113513880893,0.047235198075649625,0.14154845463779236,0.849162020260812,1.1928004091048927,0.07656777939863275
Ryugu,68,crater_68,-6.96,195.4,18.87340816356382,14.161548614501951,23.02022109225125,8.8586724777493,46.937322612730156,0.9059386264748924,0.8772215854592673,0.9422545444436424,0.06503295898437511,7.178517074321641,0.04800079660354393,0.03810656648100333,0.06653612327953588,1.127478125114583,0.8035088276172312,-0.09500934756971921
Ryugu,69,crater_69,9.65,149.1,20.12220600002314,16.714385986328125,21.9368838104857,5.222497824157575,25.953902987334338,2.0009952979624663,1.88215438474532,2.212690273417195,0.330535888671875,16.51857398208014,0.09944214356816371,0.08579862121737004,0.13238238456543425,1.2001037011563733,1.6673519930272567,0.22202729298475274
Ryugu,70,crater_70,-8.37,201.1,17.386210566776036,14.958023071289062,19.21448530880593,4.2564622375168675,24.481828407454707,1.0676116532633653,1.0605519201904483,1.0794117834716983,0.01885986328125,1.7665471544452624,0.06140565531303897,0.05519543735602437,0.07216273021690667,1.0408260954584627,1.0257349022298523,0.011035133314778487
Ryugu,71,crater_71,-12.89,221.27,16.232707762096354,13.269180297851562,18.47928099752276,5.210100699671198,32.09631304911969,1.383627649863134,1.321793567336215,1.4174743786265935,0.09568081129037864,6.915213879965699,0.08523702084343117,0.07152840889823624,0.10682456239260683,0.9734864013179907,1.4213117389106393,0.152689342980472
Ryugu,72,crater_72,52.43,100.93,18.717052483760146,15.418869018554688,20.953165779824342,5.534296761269655,29.568206671811645,1.3572330646058883,1.2888635170798466,1.3970178139548466,0.108154296875,7.968734309195872,0.07251318367480628,0.06151163650510914,0.09060442839703156,1.1183765089968791,1.2135743675654007,0.08406639495198856
Ryugu,73,crater_73,23.18,141.89,15.97716761142292,15.203598022460938,16.83213432395235,1.6285363014914118,10.192897396451453,1.1213280450174732,1.1009931654601814,1.1436262221008064,0.042633056640625,3.802014658427692,0.07018315588150785,0.06541019363738404,0.07522076158625594,0.9585520262404735,1.1698144850993866,0.06811699466432317
Ryugu,74,crater_74,17.15,137.76,11.309619702725804,8.874526977539062,15.024076298223132,6.14954932068407,54.374501374276335,0.6703483306613975,0.6636954986301475,0.6736747466770225,0.009979248046875,1.4886660547105413,0.05927240245751434,0.04417546113691139,0.07591105964093141,0.6845694726379881,0.9792261522825589,-0.00911699630111168
Ryugu,75,crater_75,19.01,224.05,22.99819702670943,19.046850204467773,25.887735220762703,6.84088501629493,29.745310070829145,1.248204553697235,1.160238883330578,1.316256255758674,0.1560173724280962,12.499343314039843,0.054274017752244094,0.04481809140260493,0.06910624285006048,1.3669321299953812,0.913143034907997,-0.03946118916250166
Ryugu,76,crater_76,-35.88,231.29,16.175779446384666,12.12713623046875,18.515348499388622,6.388212268919872,39.49245407365922,0.9719322961056492,0.9329308312618992,1.0415123742306491,0.10858154296874989,11.171718791917483,0.060085654563179575,0.05038689016805191,0.08588279660072654,0.9701599010319917,1.0018269102565178,0.0007926931739665102
Ryugu,77,crater_77,3.4,314.61,15.448300667450974,12.534744262695312,17.8962113213322,5.361467058636887,34.70586942894832,0.1926422665382764,0.0816133346179981,0.3666654624100829,0.2850521277920848,147.9696708901872,0.012470126694528084,0.004560369407390457,0.02925193005343691,0.9276241758852025,0.20767275319710587,-0.6826204794512761
